id	chromosom	version	taxon	definition	organism	kingdom	phylum	class	order	family	genus	species
NC_022247	NC_022247,NC_022234	NC_022247.1,NC_022234.1	1246301	Variovorax paradoxus B4 chromosome 1, complete sequence.	Variovorax paradoxus B4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	
NC_022443	NC_022443	NC_022443.1	1194085	Staphylococcus aureus subsp. aureus SA40, complete genome.	Staphylococcus aureus subsp. aureus SA40	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	
NC_022513	NC_022513,NC_022514,NC_022515	NC_022513.1,NC_022514.1,NC_022515.1	1366050	Ralstonia pickettii DTP0602 chromosome 1, complete sequence.	Ralstonia pickettii DTP0602	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	
NC_022566	NC_022566	NC_022566.1	1244085	Klebsiella pneumoniae CG43, complete genome.	Klebsiella pneumoniae CG43	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	
NC_022571	NC_022571	NC_022571.1	1345695	Clostridium saccharobutylicum DSM 13864, complete genome.	Clostridium saccharobutylicum DSM 13864	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum	
NC_022653	NC_022653	NC_022653.1	1412898	Bacillus amyloliquefaciens CC178, complete genome.	Bacillus amyloliquefaciens CC178	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	
NC_022657	NC_022657	NC_022657.1	1246995	Actinoplanes friuliensis DSM 7358, complete genome.	Actinoplanes friuliensis DSM 7358	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis	
NC_022660	NC_022660	NC_022660.1	1358410	Campylobacter coli 15-537360, complete genome.	Campylobacter coli 15-537360	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli	
NC_022663	NC_022663	NC_022663.1	557599	Mycobacterium kansasii ATCC 12478, complete genome.	Mycobacterium kansasii ATCC 12478	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii	
NC_022738	NC_022738	NC_022738.1	69328	Pseudomonas sp. VLB120, complete genome.	Pseudomonas sp. VLB120	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	null	
NC_022781	NC_022781	NC_022781.1	1415784	Bacillus toyonensis BCT-7112, complete genome.	Bacillus toyonensis BCT-7112	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus toyonensis	
NC_022794	NC_022794	NC_022794.1	1399115	Exiguobacterium sp. MH3, complete genome.	Exiguobacterium sp. MH3	Bacteria	Firmicutes	Bacilli	Bacillales	null	Exiguobacterium	null	
NC_022795	NC_022795	NC_022795.1	1123384	Thermotoga hypogea NBRC 106472 DNA, complete genome.	Pseudothermotoga hypogea DSM 11164	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga hypogea	
NC_022873	NC_022873	NC_022873.1	529122	Bacillus thuringiensis YBT-1518, complete genome.	Bacillus thuringiensis YBT-1518	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	
NC_022904	NC_022904	NC_022904.2	1416914	Pandoraea pnomenusa 3kgm, complete genome.	Pandoraea pnomenusa 3kgm	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea pnomenusa	
NC_022964	NC_022964	NC_022964.1	1388758	Dehalococcoides mccartyi GY50, complete genome.	Dehalococcoides mccartyi GY50	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	
NC_022997	NC_022997	NC_022997.1	1029756	Hyphomicrobium nitrativorans NL23, complete genome.	Hyphomicrobium nitrativorans NL23	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium nitrativorans	
NC_023019	NC_023019	NC_023019.1	1415629	Pseudomonas aeruginosa MTB-1, complete genome.	Pseudomonas aeruginosa MTB-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	
NC_023037	NC_023037	NC_023037.2	1429244	Paenibacillus polymyxa CR1, complete genome.	Paenibacillus polymyxa CR1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	
NC_023064	NC_023064	NC_023064.1	1415630	Pseudomonas sp. TKP, complete genome.	Pseudomonas sp. TKP	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	null	
NC_023073	NC_023073	NC_023073.1	1415165	Bacillus amyloliquefaciens LFB112, complete genome.	Bacillus amyloliquefaciens LFB112	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	
NC_023075	NC_023075	NC_023075.1	1435044	Pseudomonas monteilii SB3078, complete genome.	Pseudomonas monteilii SB3078	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	
NC_023076	NC_023076	NC_023076.1	1435058	Pseudomonas monteilii SB3101, complete genome.	Pseudomonas monteilii SB3101	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	
NC_023149	NC_023149	NC_023149.1	1427342	Pseudomonas aeruginosa SCV20265, complete genome.	Pseudomonas aeruginosa SCV20265	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	
NZ_CM001165	NZ_CM001165	NZ_CM001165.1	355249	Streptomyces sp. Tu6071 chromosome, whole genome shotgun sequence.	Streptomyces sp. Tu6071	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	null	
NZ_CM001763	NZ_CM001763	NZ_CM001763.1	1260626	Pseudomonas syringae pv. syringae B64 chromosome, whole genome	Pseudomonas syringae pv. syringae B64	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	
NZ_CM002024	NZ_CM002024,NZ_CM002025	NZ_CM002024.1,NZ_CM002025.1	1300225	Agrobacterium tumefaciens WRT31 chromosome 1, whole genome shotgun	Agrobacterium tumefaciens WRT31	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	
NZ_CM002139	NZ_CM002139	NZ_CM002139.1	1219375	Xanthomonas cassavae CFBP 4642 chromosome, whole genome shotgun	Xanthomonas cassavae CFBP 4642	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas cassavae	
NZ_CM002177	NZ_CM002177	NZ_CM002177.1	191292	Rhodococcus sp. BCP1 chromosome, whole genome shotgun sequence.	Rhodococcus aetherivorans	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	null	
NZ_CM002330	NZ_CM002330	NZ_CM002330.1	1395516	Pseudomonas moraviensis R28-S chromosome, whole genome shotgun	Pseudomonas moraviensis R28-S	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas moraviensis	
NZ_CM002395	NZ_CM002395	NZ_CM002395.1	1412844	Bacillus anthracis 52-G chromosome, whole genome shotgun sequence.	Bacillus anthracis 52-G	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NZ_CM002398	NZ_CM002398	NZ_CM002398.1	1412842	Bacillus anthracis 9080-G chromosome, whole genome shotgun	Bacillus anthracis 9080-G	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NZ_CM002401	NZ_CM002401	NZ_CM002401.1	1412843	Bacillus anthracis 8903-G chromosome, whole genome shotgun	Bacillus anthracis 8903-G	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NZ_CM002755	NZ_CM002755	NZ_CM002755.1	1457195	Ralstonia solanacearum Rs-10-244 chromosome, whole genome shotgun	Ralstonia solanacearum Rs-10-244	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	
NZ_CM002757	NZ_CM002757	NZ_CM002757.1	1394180	Ralstonia solanacearum Rs-09-161 chromosome, whole genome shotgun	Ralstonia solanacearum Rs-09-161	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	
NZ_CM002796	NZ_CM002796	NZ_CM002796.1	682633	Mesorhizobium ciceri ca181 chromosome chr, whole genome shotgun	Mesorhizobium ciceri ca181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium ciceri	
NZ_CP001970	NZ_CP001970	NZ_CP001970.1	743835	Bacillus anthracis str. A16, complete genome.	Bacillus anthracis str. A16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NZ_CP001974	NZ_CP001974	NZ_CP001974.1	673518	Bacillus anthracis str. A16R, complete genome.	Bacillus anthracis str. A16R	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NZ_CP002190	NZ_CP002190	NZ_CP002190.1	765869	Bdellovibrio bacteriovorus W, complete genome.	Bdellovibrio bacteriovorus W	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	
NZ_CP002871	NZ_CP002871	NZ_CP002871.1	1010834	Mycobacterium tuberculosis HKBS1, complete genome.	Mycobacterium tuberculosis HKBS1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	
NZ_CP003181	NZ_CP003181	NZ_CP003181.1	1052004	Granulibacter bethesdensis CGDNIH3, complete genome.	Granulibacter bethesdensis CGDNIH3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	Granulibacter bethesdensis	
NZ_CP003915	NZ_CP003915	NZ_CP003915.1	1247726	Advenella mimigardefordensis DPN7, complete genome.	Advenella mimigardefordensis DPN7	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella mimigardefordensis	
NZ_CP003923	NZ_CP003923	NZ_CP003923.1	1246626	Bacillus lehensis G1, complete genome.	Bacillus lehensis G1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus lehensis	
NZ_CP003949	NZ_CP003949	NZ_CP003949.1	543736	Rhodococcus opacus PD630, complete genome.	Rhodococcus opacus PD630	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus opacus	
NZ_CP003999	NZ_CP003999	NZ_CP003999.1	1123862	Klebsiella pneumoniae subsp. pneumoniae Kp13, complete genome.	Klebsiella pneumoniae subsp. pneumoniae Kp13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	
NZ_CP004078	NZ_CP004078	NZ_CP004078.1	1268072	Paenibacillus sabinae T27, complete genome.	Paenibacillus sabinae T27	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sabinae	
NZ_CP004383	NZ_CP004383,NZ_CP004384	NZ_CP004383.1,NZ_CP004384.1	1249667	Burkholderia thailandensis USAMRU Malaysia #20 chromosome 1,	Burkholderia thailandensis USAMRU Malaysia #20	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	
NZ_CP004870	NZ_CP004870	NZ_CP004870.1	1261129	Bacillus thuringiensis serovar kurstaki str. HD-1, complete genome.	Bacillus thuringiensis serovar kurstaki str	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	
NZ_CP006581	NZ_CP006581	NZ_CP006581.1	763057	Mesorhizobium huakuii 7653R genome.	Mesorhizobium huakuii 7653R	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	
NZ_CP006587	NZ_CP006587	NZ_CP006587.1	1356852	Hymenobacter sp. APR13, complete genome.	Hymenobacter sp. APR13	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	null	
NZ_CP006644	NZ_CP006644	NZ_CP006644.1	1123269	Sphingomonas sanxanigenens NX02, complete genome.	Sphingomonas sanxanigenens DSM 19645	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanxanigenens	
NZ_CP006696	NZ_CP006696	NZ_CP006696.1	155920	Xylella fastidiosa subsp. sandyi Ann-1, complete genome.	Xylella fastidiosa subsp. sandyi Ann-1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	
NZ_CP006742	NZ_CP006742	NZ_CP006742.1	1392837	Bacillus anthracis str. SVA11, complete genome.	Bacillus anthracis str. SVA11	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NZ_CP006772	NZ_CP006772	NZ_CP006772.1	1400053	Bacteroidales bacterium CF, complete genome.	Bacteroidales bacterium CF	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	null	null	null	
NZ_CP006850	NZ_CP006850	NZ_CP006850.1	1415166	Nocardia nova SH22a, complete genome.	Nocardia nova SH22a	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia nova	
NZ_CP006872	NZ_CP006872	NZ_CP006872.1	1413214	Paenibacillus polymyxa SQR-21, complete genome.	Paenibacillus polymyxa SQR-21	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	
NZ_CP006890	NZ_CP006890	NZ_CP006890.1	1423138	Bacillus amyloliquefaciens SQR9, complete genome.	Bacillus methylotrophicus SQR9	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus methylotrophicus	
NZ_CP006961	NZ_CP006961,NZ_CP006962	NZ_CP006961.1,NZ_CP006962.1	1004954	Brucella suis bv. 1 str. S2 chromosome I, complete sequence.	Brucella suis bv. 1 str. S2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	
NZ_CP006983	NZ_CP006983	NZ_CP006983.1	1408273	Pseudomonas aeruginosa LESB65 sequence.	Pseudomonas aeruginosa LESB65	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	
NZ_CP006986	NZ_CP006986	NZ_CP006986.1	1432050	Rhizobium etli bv. mimosae str. IE4771, complete genome.	Rhizobium etli bv. mimosae str. IE4771	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	
NZ_CP007033	NZ_CP007033	NZ_CP007033.1	871738	Dehalobacter restrictus DSM 9455, complete genome.	Dehalobacter restrictus DSM 9455	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter restrictus	
NZ_CP007039	NZ_CP007039	NZ_CP007039.1	1441629	Pseudomonas cichorii JBC1, complete genome.	Pseudomonas cichorii JBC1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cichorii	
NZ_CP007044	NZ_CP007044	NZ_CP007044.2	1441930	Serratia multitudinisentens RB-25, complete genome.	Chania multitudinisentens RB-25	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Chania	Chania multitudinisentens	
NZ_CP007045	NZ_CP007045	NZ_CP007045.1	754523	Rhizobium leguminosarum bv. trifolii WSM1689, complete genome.	Rhizobium leguminosarum bv. trifolii WSM1689	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	
NZ_CP007067	NZ_CP007067	NZ_CP007067.1	1033991	Rhizobium leguminosarum bv. trifolii CB782, complete genome.	Rhizobium leguminosarum bv. trifolii CB782	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	
NZ_CP007139	NZ_CP007139	NZ_CP007139.1	661478	Fimbriimonas ginsengisoli Gsoil 348, complete genome.	Fimbriimonas ginsengisoli Gsoil 348	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas ginsengisoli	
NZ_CP007155	NZ_CP007155	NZ_CP007155.1	1449976	Kutzneria albida DSM 43870, complete genome.	Kutzneria albida DSM 43870	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	Kutzneria albida	
NZ_CP007172	NZ_CP007172	NZ_CP007172.1	1457190	Listeria ivanovii WSLC3009, complete genome.	Listeria ivanovii WSLC3009	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria ivanovii	
NZ_CP007201	NZ_CP007201	NZ_CP007201.1	1150621	Sulfurospirillum multivorans DSM 12446, complete genome.	Sulfurospirillum multivorans DSM 12446	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum multivorans	
NZ_CP007208	NZ_CP007208	NZ_CP007208.1	1288	Staphylococcus xylosus strain HKUOPL8, complete genome.	Staphylococcus xylosus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	null	
NZ_CP007225	NZ_CP007225,NZ_CP007226	NZ_CP007225.1,NZ_CP007226.1	1435057	Agrobacterium tumefaciens LBA4213 (Ach5) circular chromosome.	Agrobacterium tumefaciens LBA4213 (Ach5)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	
NZ_CP007230	NZ_CP007230	NZ_CP007230.1	367190	Yersinia similis strain 228, complete genome.	Yersinia similis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	null	
NZ_CP007236	NZ_CP007236,NZ_CP007237	NZ_CP007236.1,NZ_CP007237.1	1416753	Ensifer adhaerens OV14 chromosome 1 sequence.	Ensifer adhaerens OV14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer adhaerens	
NZ_CP007243	NZ_CP007243	NZ_CP007243.1	1441628	Leptospirillum ferriphilum YSK, complete genome.	Leptospirillum ferriphilum YSK	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum	
NZ_CP007409	NZ_CP007409	NZ_CP007409.1	1404258	Bacillus subtilis subsp. subtilis str. OH 131.1, complete genome.	Bacillus subtilis subsp. subtilis str. O	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	
NZ_CP007410	NZ_CP007410	NZ_CP007410.1	930166	Pseudomonas brassicacearum strain DF41, complete genome.	Pseudomonas brassicacearum	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	null	
NZ_CP007441	NZ_CP007441	NZ_CP007441.1	316	Pseudomonas stutzeri strain 28a24, complete genome.	Pseudomonas stutzeri	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	null	
NZ_CP007452	NZ_CP007452	NZ_CP007452.1	1286171	Eubacterium acidaminophilum DSM 3953, complete genome.	Eubacterium acidaminophilum DSM 3953	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium acidaminophilum	
NZ_CP007481	NZ_CP007481	NZ_CP007481.1	1286528	Neorickettsia helminthoeca str. Oregon, complete genome.	Neorickettsia helminthoeca str. Oregon	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia helminthoeca	
NZ_CP007492	NZ_CP007492	NZ_CP007492.1	1639	Listeria monocytogenes strain NE dc2014, complete genome.	Listeria monocytogenes	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	null	
NZ_CP007499	NZ_CP007499	NZ_CP007499.1	1280	Staphylococcus aureus strain 2395 USA500, complete genome.	Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	null	
NZ_CP007506	NZ_CP007506	NZ_CP007506.2	93220	Pandoraea pnomenusa strain RB38, complete genome.	Pandoraea pnomenusa	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	null	
NZ_CP007514	NZ_CP007514	NZ_CP007514.1	42256	Rubrobacter radiotolerans strain RSPS-4, complete genome.	Rubrobacter radiotolerans	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	null	
NZ_CP007546	NZ_CP007546	NZ_CP007546.1	1421338	Enterobacter asburiae L1, complete genome.	Enterobacter asburiae L1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	
NZ_CP007557	NZ_CP007557	NZ_CP007557.1	1333848	Citrobacter freundii CFNIH1, complete genome.	Citrobacter freundii CFNIH1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	
NZ_CP007569	NZ_CP007569	NZ_CP007569.1	476282	Bradyrhizobium japonicum SEMIA 5079 genome.	Bradyrhizobium japonicum SEMIA 5079	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	
NZ_CP007574	NZ_CP007574	NZ_CP007574.1	68570	Streptomyces albulus strain NK660, complete genome.	Streptomyces albulus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	null	
NZ_CP007597	NZ_CP007597	NZ_CP007597.1	216778	Stenotrophomonas rhizophila strain DSM14405 genome.	Stenotrophomonas rhizophila	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	null	
