progress	50.2																																														
Notes	Final	Who	known habitat	Isolation_ecosystem_category	Isolation_ecosystem_type	Kingdom	Phyla-Order	GOLD Project ID	Project Name	Other Names	Legacy ER Project ID	Legacy GOLD ID	NCBI BioProject Name	NCBI BioProject ID	NCBI BioProject Accession	NCBI Locus Tag	NCBI Bio Project Description	Project Comments	Project Description	Sequencing Comments	Library Method	Number Of Reads	Sequencing Depth	Vector	GC Percent	Chromosome Count	Plasmid Count	Cultured	Organism Type	ITS Proposal ID	ITS SPID	GPTS Proposal ID	PMO Project ID	Last Modified Date	Add Date	Genetically modified										Keywords for soil	
	1	Erick	Host-Plant root-Soil	Plants	none	Bacteria	Proteobacteria	Gp0005169	Ensifer fredii USDA 257	Sinorhizobium fredii USDA 257	14982	Gc02300	Sinorhizobium fredii USDA 257	163675	PRJNA163675	USDA257			Sinorhizobium fredii USDA257 is a fast growing rhizobia that forms nitrogen- fixing nodules on legume plants. It was originally isolated from wild soybean roots collected in China and has an extremely broad host range (79 legume plant genera)						62	1	19	Yes	Natural					5/5/14	7/4/09												
	1	Erick	Host-Plant-Plant root-Rhizosphere-Root nodule-Soil	Plants	none	Bacteria	Proteobacteria	Gp0000660	Bradyrhizobium japonicum USDA 110		10570	Gc00116	Bradyrhizobium japonicum USDA 110	17	PRJNA17	BJA			Nitrogen-fixing plant symbiont		"1, 2.7, 9, 25 kb inserts"	101181	6x	"M13mp18, pUC18, pKS800, pBeloBACII"	64	1	0	Yes	Natural					8/18/14	11/27/07												
		Erick	Host-Plants	Plants	none	Bacteria	Proteobacteria	Gp0006911	Erwinia amylovora CFBP 1430		16882	Gc01226	Erwinia amylovora CFBP1430	46805	PRJNA46805	EAMY			Erwinia amylovora CFBP1430 genome sequencing project			4469394 Illumina	42x		54	1	1	Yes	Natural					4/8/14	3/14/10												
		Erick	Host-Plants	Plants	none	Bacteria	Proteobacteria	Gp0022366	Pectobacterium sp. SCC3193		25993	Gc0025993	Pectobacterium sp. SCC3193	122637	PRJNA122637	W5S			"A plant pathogenic bacterium Pectobacterium sp. SCC3193, a model strain isolated from potato in Finland."				184x		50	1	0	Yes	Natural					4/8/14	6/21/12												
		Erick	Host-Plants	Plants	none	Bacteria	Proteobacteria	Gp0033835	Pseudomonas syringae pv. syringae B64	Pseudomonas syringae pv. syringae B64	38791	Gc02493	Pseudomonas syringae pv. syringae B64	180994	PRJNA180994	PSSB64			This strain will be used for comparative genome analysis. Strain isolated from common wheat (Triticum aestivum).				32x		59			Yes	Natural					5/1/14	11/28/12												
animal pathogen	0	Erick	Host-Respiratory tract	none	none	Bacteria	Proteobacteria	Gp0000199	Actinobacillus pleuropneumoniae L20		10171	Gc00514	Actinobacillus pleuropneumoniae L20	18221	PRJNA18221	APL			The causal agent of porcine pleuropneumonia		"1.5 Kb, 2 Kb"	36267	7.6x		41	1	0	Yes	Natural					3/26/14	11/27/07												
animal pathogen	0	Erick	Host-Respiratory tract	Mammals	Respiratory system	Bacteria	Proteobacteria	Gp0000872	Actinobacillus pleuropneumoniae sv 3 JL03		10763	Gc00708	Actinobacillus pleuropneumoniae serovar 3 str. JL03	19135	PRJNA19135	APJL			Causes a fibrinous and necrotizing pleuropneumonia in swine		"1.5-4 Kb, 6-8 Kb"	13440	8.6x	"pUC18 ,pSmart-LC"	41	1	0	Yes	Natural					4/8/14	11/27/07												
animal pathogen	0	Erick	Host-Respiratory tract	Mammals	Respiratory system	Bacteria	Proteobacteria	Gp0003810	Actinobacillus pleuropneumoniae sv 7 AP76		13673	Gc00819	Actinobacillus pleuropneumoniae serovar 7 str. AP76	29909	PRJNA29909	APP7			Clinical isolate						41	1	3	Yes	Natural					3/26/14	6/4/08												
	1	Erick	Host-Rhizosphere-Rhizosphere-colonizing	Human	none	Bacteria	Proteobacteria	Gp0002240	Burkholderia ambifaria MC40-6	Burkholderia ambifaria MC40-6	12137	Gc00761	Burkholderia ambifaria MC40-6	17411	PRJNA17411	BamMC406			Associated with infections in cystic fibrosis patients						66	3	1	Yes	Natural			3295	16612	4/8/14	11/27/07												
	1	Erick	Host-Rhizosphere-Rhizosphere-colonizing	Plants	none	Bacteria	Proteobacteria	Gp0000294	Burkholderia cepacia AMMD	Burkholderia cepacia AMMD	10256	Gc00430	Burkholderia ambifaria AMMD	13490	PRJNA13490	Bamb			Strain used for biocontrol of pea plant phytopathogens.				13x		67	3	1	Yes	Natural			3293	16610	4/8/14	11/27/07												
rhizosphere	1	Erick	Host-Rhizosphere-Rhizosphere-colonizing	none	none	Bacteria	Proteobacteria	Gp0000945	Burkholderia sp. CCGE1001	Burkholderia sp. CCGE1001	10836	Gc01649	Burkholderia sp. CCGE1001	37717	PRJNA37717	BC1001			Burkholderia sp. CCGE1001 genome sequencing						64	2	0	Yes	Natural			50024	400286	4/8/14	11/27/07												
rhizosphere	1	Erick	Host-Rhizosphere-Rhizosphere-colonizing	none	none	Bacteria	Proteobacteria	Gp0004371	Burkholderia sp. CCGE1002	Burkholderia sp. CCGE1002	14429	Gc01354	Burkholderia sp. CCGE1002	37719	PRJNA37719	BC1002			Burkholderia sp. CCGE1002 genome sequencing						63	3	1	Yes	Natural			50024	400287	4/8/14	1/17/09												
rhizosphere	1	Erick	Host-Rhizosphere-Rhizosphere-colonizing	none	none	Bacteria	Proteobacteria	Gp0004372	Burkholderia sp. CCGE1003	Burkholderia sp. CCGE1003	14430	Gc01440	Burkholderia sp. CCGE1003	37721	PRJNA37721	BC1003			Burkholderia sp. CCGE1003 genome sequencing				30x		63	2	0	Yes	Natural			50024	400289	8/18/14	1/17/09												
	1	Erick	Host-Rhizosphere-Rhizosphere-colonizing	Fungi	none	Bacteria	Proteobacteria	Gp0005040	Klebsiella variicola At-22	Klebsiella variicola At-22	14799	Gc01208	Klebsiella variicola At -22	37701	PRJNA37701	Kvar			Klebsiella variicola At-22 genome sequencing						58	1	0	Yes	Natural			201807	400060	4/8/14	4/23/09												
	1	Erick	Host-Rhizosphere-Rhizosphere-colonizing	none	none	Bacteria	Proteobacteria	Gp0000943	Stenotrophomonas maltophilia JV3	Burkholderia sp. JV3	10835	Gc01926	Burkholderia sp. JV3	53943	PRJNA53943	BurJV3			Burkholderia sp. JV3 genome sequencing project.						67	1	0	Yes	Natural			50024	400357	4/8/14	11/27/07												
soil as in gold	1	Erick	Host-Rhizosphere-Root nodule	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0003955	Mesorhizobium opportunistum WSM2075	Mesorhizobium opportunistum WSM2075	13803	Gc01853	Mesorhizobium opportunistum WSM2075	33861	PRJNA33861	Mesop			This strain will be used for comparative genome analysis		Titanium standard library and paired end 454 libraries		"454 std (63.8x), 454 paired end(91.5x) and Illumina (1x), total 146.9x"		63	1		Yes	Natural			300131	400460	4/8/14	7/11/08												
	1	Erick	Host-Rhizosphere-Root nodule-Soil	none	none	Bacteria	Proteobacteria	Gp0005799	Mesorhizobium ciceri ca181		16216	Gc0016216	Mesorhizobium ciceri ca181	40923	PRJNA40923	M1C			"efficient nitrogen fixer, shows good nodulation competitiveness and performed well at different locations in All India Coordinated trials."				150x			1	0	Yes	Natural					7/25/14	11/25/09												
soil as in gold	1	Erick	Host-Rhizosphere-Root nodule-Soil	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0013446	Pseudomonas fluorescens F113		6213	Gc02046	Pseudomonas fluorescens F113	76715	PRJNA76715	PSF113			Pseudomonas fluorescens F113 Genome sequencing						61	1	0	Yes	Natural					4/8/14	12/11/11												
soil as in gold	1	Erick	Host-Rhizosphere-Soil	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0008362	Agrobacterium sp. H13-3		17501	Gc01627	Agrobacterium sp. H13-3	50341	PRJNA50341	AGROH133			"established as prototype for studying novel features of flagellum structure, motility and chemotaxis"						59	2	1	Yes	Natural					4/8/14	7/6/10												
	1	Erick	Host-Rhizosphere-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0000435	Burkholderia cepacia 383	Burkholderia sp. 383	10377	Gc00309	Burkholderia sp. 383	10695	PRJNA10695	Bcep18194			"Causes necrotizing pneumonia, chronic infections"						66	3	0	Yes	Natural			98985	16609	4/8/14	11/27/07												
soil as in gold	1	Erick	Host-Rhizosphere-Soil	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0010149	"Pseudomonas stutzeri CMT.A.9, DSM 4166"		19174	Gc01724	Pseudomonas stutzeri DSM 4166	63543	PRJNA63543	PSTAA			Pseudomonas stutzeri is a nonfluorescent denitrifying bacterium widely distributed in the environment. The Pseudomonas stutzeri species possesses a high degree of phenotypic and genotypic heterogeneity.						64	1	0	Yes	Natural					4/8/14	3/11/11												
soil as in gold	1	Erick	Host-Rhizosphere-Soil	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0009017	Serratia plymuthica AS9	Serratia sp. AS9	18378	Gc01772	Serratia plymuthica	60457	PRJNA60457	SerAS9			Serratia sp. AS9 genome sequencing project				"8.6x pyrosequencing, 323.5x illumina"		56	1	0	Yes	Natural	262		300588	403167	4/8/14	11/24/10												
		Erick	Host-Rice	Plants	none	Bacteria	Proteobacteria	Gp0000403	Xanthomonas oryzae pv oryzae MAFF 311018		10351	Gc00335	Xanthomonas oryzae pv. oryzae MAFF 311018	16297	PRJNA16297	XOO			Representative strain of Race I.						64	1	0	Yes	Natural					7/25/14	11/27/07												
soil as in gold	1	Erick	Host-Rice roots-Soil	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0000171	Pseudomonas stutzeri A1501		10144	Gc00541	Pseudomonas stutzeri A1501	16817	PRJNA16817	PST			Nitrogen-fixing organism used in rice cultivation		"2-4 kb, 4-6 kb"	50408	7x	pUC19	64	1	0	Yes	Natural					8/18/14	11/27/07												
	1	Erick	Host-Rice roots-Soil	none	none	Bacteria	Proteobacteria	Gp0005131	Pseudomonas stutzeri RCH2	Pseudomonas stutzeri RCH2	14867	Gc02460	Pseudomonas stutzeri RCH2	60029	PRJNA60029	Psest			Pseudomonas stutzeri RCH2 genome sequencing project						62	1	3	Yes	Natural			101256	401758	4/8/14	5/15/09												
	1	Erick	Host-Root nodule	Plants	none	Bacteria	Proteobacteria	Gp0000707	Agrobacterium tumefaciens C58-UWash		10613	Gc00073	Agrobacterium tumefaciens str. C58	283	PRJNA283	Atu					"2 and 5kb inserts, cosmid and fosmid libraries, with inserts of 40-50-kb"	135703	18.68x	pUC18	59	2	2	Yes	Natural					8/18/14	11/27/07												
	1	Erick	Host-Root nodule	Plants	none	Bacteria	Proteobacteria	Gp0006682	Agrobacterium vitis S4		10822	Gc00943	Agrobacterium vitis S4	13372	PRJNA13372	Avi			Causes crown gall disease in grapes		"Two DNA libraries (insert sizes, 2 to 4 kbp and 4 to 8 kbp)"	82000		pUC18	57	2	5	Yes	Natural					4/8/14	11/27/07												
	1	Erick	Host-Root nodule	none	none	Bacteria	Proteobacteria	Gp0001813	Bradyrhizobium japonicum SEMIA 5079		11713	Gc0011713	Bradyrhizobium japonicum SEMIA 5079	20963	PRJNA20963	BJS			Recommended isolate for soil inoculation				20x		64	1	0	Yes	Natural					6/9/14	11/27/07												
soil as in gold	1	Erick	Host-Root nodule	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0017794	Burkholderia sp. KJ006		7947	Gc02299	Burkholderia sp. KJ006	79219	PRJNA79219	MYA			Burkholderia sp. KJ006 is an antifungal endophytic bacterium isolated from a rice root in Korea						67	3	1	Yes	Natural					3/26/14	2/2/12												
soil as in gold	1	Erick	Host-Root nodule	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0001806	Cupriavidus taiwanensis LMG 19424		11707	Gc00754	Cupriavidus taiwanensis	15733	PRJNA15733	RALTA			Cupriavidus taiwanensis LMG19424 was isolated from the root nodule of the legume Mimosa pudica in Taiwan and will be used for comparative genomics.		"3, 10kb inserts, BAC libraries"	126328	10x	"pNav, pCNS, pBeloBac11"	67	2	1	Yes	Natural					3/26/14	11/27/07												
soil as in gold	1	Erick	Host-Root nodule	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0036960	Enterobacter sp. R4-368	Enterobacter sp. R4-368	42832	Gc0042832	Enterobacter sp. R4-368	189171	PRJNA189171	H650			"Jatropha (Jatropha curcas L.) is a hardy non-edible oil-seed plant that can sustain harsh environments, adapt well to semi-arid marginal, and wastelands and hence has been treated as a potential alternative energy. The plant growth promoting N-fixer can improve the growth of Jatropha on N-limiting soils (>40%). This prompted us to sequence the genome of these strains and, via comparative genomics, identify functions essential for the successful colonization, biological nitrogen fixation and endophytic association with its Jatropha host under N-limiting conditions. Analysis of the genome sequence, combined with metabolite analysis and quantitative PCR, pointed to a remarkable interaction between N-fixer and its Jatropha host with the endophyte responsible for the production of a phytohormone, and a precursor for another that Jatropha is unable to synthesize, and where the production of the plant growth promoting compounds depended on the presence of plant synthesized compounds, such as sucrose, in the growth medium. Our results provide the basis to better understanding the synergistic interactions between Jatropha and N-fixer. This information can be further exploited to improve establishment and sustainable production of Jatropha on N-limiting soils using endophytic bacteria such as Enterobacter and Methylobacterium as growth promoting agents."		3 kb mate-paired library	"130,133"			54	1	1	Yes	Natural					8/18/14	3/27/13												
soil as in gold	1	Erick	Host-Root nodule	Plants	Rhizoplane	Bacteria	Proteobacteria	Gp0002263	Methylobacterium sp. 4-46	Methylobacterium sp. 4-46	12162	Gc00857	Methylobacterium sp. 4-46	18809	PRJNA18809	M446			Methanol-utilizing bacterium						72	1	2	Yes	Natural			3539	16147	3/26/14	11/27/07												
	1	Erick	Host-Root nodule	Plants	none	Bacteria	Proteobacteria	Gp0000930	Rhizobium rhizogenes K84		10821	Gc00942	Agrobacterium radiobacter K84	13402	PRJNA13402	Arad			This strain has been developed for worldwide commercial use to control crown gall.		"2kb, 4kb, 8kb"	87000		pUC18	60	2	3	Yes	Natural					4/8/14	11/27/07												
	1	Erick	Host-Root nodule-Soil	Plants	none	Bacteria	Proteobacteria	Gp0000147	Bradyrhizobium sp. BTAi1	Bradyrhizobium sp. BTAi1	10124	Gc00561	Bradyrhizobium sp. BTAi1	16137	PRJNA16137	BBTA			Photosynthetic nitrogen-fixing rhozobial microbe		"3, 8, 40 kb"	90610	10x		65	1	1	Yes	Natural			3277	16597	4/8/14	11/27/07												
	1	Erick	Host-Root nodule-Soil	Plants	none	Bacteria	Proteobacteria	Gp0000159	Bradyrhizobium sp. ORS278		10133	Gc00552	Bradyrhizobium sp. ORS278	19575	PRJNA19575	BRADO			A photosynthetic strain isolated from a Aeschynomene stem nodule		"3 kb, 10 kb, 30 kb"	148320			66	1	0	Yes	Natural					4/8/14	11/27/07												
	1	Erick	Host-Root nodule-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0016221	Ensifer fredii HH103	Sinorhizobium fredii HH103	7762	Gc02113	Sinorhizobium fredii HH103	77863	PRJEA77863	SFHH103			HH103 is the best-studied fast-growing soybean symbiont						62	1	9	Yes	Natural					5/5/14	2/2/12												
host associated	0	Erick	Host-Rumen	Mammals	Digestive system	Bacteria	Proteobacteria	Gp0000612	Wolinella succinogenes DSM 1740		10528	Gc00158	Wolinella succinogenes DSM 1740	445	PRJNA445	WS			Nonpathogenic bacterium isolated from rumen that contains numerous pathogenic genes		"1¿2 kb, 3¿5 kb and 40kb inserts"		8x	"TOPO,Epicentre"	48	1	0	Yes	Natural					3/26/14	11/27/07												
soil as in gold	1	Erick	Host-Sediment-Soil-Terrestrial	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0000526	Aromatoleum aromaticum EbN1		10454	Gc00232	Aromatoleum aromaticum EbN1	13242	PRJNA13242	P2			The genome sequence of strain EbN1 is the first of an anaerobic aromatics-degrading member of the Betaproteobacteria and may provide a model of heuristic value for the study of the genomic organization and evolution of genes for anaerobic aromatic degradation in bacteria.		1.5-3.5 kb			pUC19	65	1	2	Yes	Natural					4/8/14	11/27/07												
		Erick	Host-Sludge	Wastewater	none	Bacteria	Proteobacteria	Gp0000071	Parvibaculum lavamentivorans DS-1	Parvibaculum lavamentivorans gen. nov. sp. nov. strain DS-1T	10054	Gc00631	Parvibaculum lavamentivorans DS-1	17639	PRJNA17639	Plav			Surfactant degrading bacterium				17.5x		62	1	0	Yes	Natural			3368	16237	3/26/14	11/27/07												
	1	Erick	Host-Sludge-Soil-Terrestrial	Industrial production	Engineered product	Bacteria	Proteobacteria	Gp0000090	Ochrobactrum anthropi ATCC 49188	Ochrobactrum anthropi ATCC 49188	10069	Gc00616	Ochrobactrum anthropi ATCC 49188	19485	PRJNA19485	Oant			Soil bacterium that can cause opportunistic infections						56	2	4	Yes	Natural			3282	16227	4/8/14	11/27/07												
detected in soils by 16S	1	Erick	Host-Sludge-Terrestrial-Wastewater	Wastewater	Activated Sludge	Bacteria	Proteobacteria	Gp0020552	Sulfurospirillum multivorans DSM 12446		9820	Gc0009820	Sulfurospirillum multivorans DSM 12446	84417	PRJNA84417	SMUL			Sulfurospirillum multivorans DSM 12446 Genome sequencing						41	1	0	Yes	Natural					4/8/14	4/4/12												
	1	Erick	Host-Sludge-Wastewater	Wastewater	Activated Sludge	Bacteria	Proteobacteria	Gp0006242	Comamonas testosteroni CNB-1		15832	Gc01101	Comamonas testosteroni CNB-1	29203	PRJNA29203	CtCNB1			Chloronitrobenzene degrading bacterium						61	1	1	Yes	Natural					4/8/14	9/12/09												
http://en.wikipedia.org/wiki/Methylobacillus_flagellatus	1	Erick	Host-Sludge-Wastewater	Wastewater	Activated Sludge	Bacteria	Proteobacteria	Gp0000365	Methylobacillus flagellatus KT	Methylobacillus flagellatus KT	10319	Gc00367	Methylobacillus flagellatus KT	10647	PRJNA10647	Mfla			Fast-growing methylotrophic bacterium				14x		56	1	0	Yes	Natural			300067	16143	5/20/14	11/27/07												
		Erick	Host-Sludge-Wastewater	Wastewater	none	Bacteria	Proteobacteria	Gp0000397	Syntrophus aciditrophicus SB		10345	Gc00341	Syntrophus aciditrophicus SB	16258	PRJNA16258	SYN			Syntrophic benzoate-oxidizing bacterium		"2-3 kb, 30-35 kb"		11.4x		51	1	0	Yes	Natural					3/26/14	11/27/07												
isolated from soil	1	Erick	Host-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0007620	Achromobacter xylosoxidans A8		17021	Gc01505	Achromobacter xylosoxidans A8	48393	PRJNA48393	AXYL			can cause opportunistic infections in immunocompromised patients						66	1	2	Yes	Natural					4/8/14	5/6/10												
from soil by gold	1	Erick	Host-Soil	Solid waste	Composting	Bacteria	Proteobacteria	Gp0019485	"Advenella mimigardefordensis DPN7, DSM 17166"	Mimi	8265	Gc0008265		178261	PRJNA178261	MIM									54	1	1	Yes	Natural					8/18/14	3/20/12												
	1	Erick	Host-Soil	Mammals	none	Bacteria	Proteobacteria	Gp0004389	Brucella microti CCM 4915		14594	Gc01071	Brucella microti CCM 4915	32233	PRJNA32233	BMI			Isolated from infected voles in the Czech Republic			414552	25x		57	2	0	Yes	Natural					4/8/14	2/21/09												
	1	Erick	Host-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0000271	Burkholderia cenocepacia HI2424	Burkholderia cenocepacia HI2424	10236	Gc00449	Burkholderia cenocepacia HI2424	13918	PRJNA13918	Bcen2424			Genomovar III isolate of cepacia complex that can opportunistically infect cystic fibrosis patients						67	3	1	Yes	Natural			300200	16615	3/26/14	11/27/07												
	1	Erick	Host-Soil	Terrestrial	Soil	Bacteria	Proteobacteria	Gp0002241	Burkholderia cenocepacia MC0-3	Burkholderia cenocepacia MC0-3	12138	Gc00744	Burkholderia cenocepacia MC0-3	17929	PRJNA17929	Bcenmc03			Soil isolate						67	3	0	Yes	Natural			3295	16616	4/8/14	11/27/07												
